Full_Name,Age,Gender,Marital_Status,Number_of_Dependents,Employment_Type,Employment_Experience,Monthly_Income,Annual_Income,Credit_Score,Loan_Amount,Loan_Purpose,Loan_Term,Interest_Rate,Existing_Loans,Loan_Default
Applicant_2058,45,Male,Married,2,Self-Employed,5,34600.0,415200.0,726,250000,Home,48,11.14,0,0
Applicant_2059,56,Male,Single,2,Freelancer,38,129900.0,1558800.0,507,150000,Personal,48,11.27,2,0
Applicant_2060,31,Male,Married,2,Unemployed,0,12600.0,151200.0,452,250000,Business,180,16.49,1,1
Applicant_2061,35,Male,Single,0,Self-Employed,3,47900.0,574800.0,782,250000,Home,60,8.96,1,0
Applicant_2062,24,Male,Married,3,Self-Employed,6,52500.0,630000.0,549,400000,Personal,120,8.68,4,1
Applicant_2063,41,Female,Single,1,Salaried,7,34200.0,410400.0,578,750000,Education,24,17.83,3,1
Applicant_2064,33,Male,Married,0,Freelancer,7,68100.0,817200.0,748,250000,Personal,24,12.72,0,0
Applicant_2065,42,Male,Single,0,Freelancer,19,70200.0,842400.0,619,750000,Vehicle,36,8.69,5,1
Applicant_2066,39,Female,Married,1,Salaried,2,54800.0,657600.0,631,250000,Personal,120,8.41,0,0
Applicant_2067,54,Male,Single,2,Self-Employed,8,24500.0,294000.0,629,200000,Home,12,16.41,0,0
Applicant_2068,34,Male,Married,2,Unemployed,0,16700.0,200400.0,684,300000,Vehicle,48,13.4,4,1
Applicant_2069,24,Female,Single,4,Salaried,2,38700.0,464400.0,627,500000,Home,12,7.82,1,0
Applicant_2070,47,Female,Married,0,Salaried,12,44200.0,530400.0,661,200000,Vehicle,120,16.7,3,0
Applicant_2071,49,Male,Single,4,Salaried,6,37700.0,452400.0,599,250000,Vehicle,48,11.6,0,0
Applicant_2072,48,Male,Single,2,Salaried,19,59000.0,708000.0,685,1000000,Vehicle,120,17.88,4,1
Applicant_2073,55,Male,Married,1,Salaried,20,60800.0,729600.0,681,50000,Personal,120,9.74,3,0
Applicant_2074,28,Male,Single,3,Salaried,2,44900.0,538800.0,839,1000000,Business,36,12.58,1,1
Applicant_2075,36,Female,Single,2,Salaried,1,36200.0,434400.0,611,50000,Personal,240,8.49,2,0
Applicant_2076,62,Male,Divorced,1,Freelancer,39,108000.0,1296000.0,631,500000,Personal,24,11.56,5,0
Applicant_2077,56,Male,Divorced,3,Salaried,29,123100.0,1477200.0,673,400000,Education,120,8.53,1,0
Applicant_2078,50,Female,Married,2,Salaried,22,82100.0,985200.0,746,250000,Education,36,10.03,1,0
Applicant_2079,38,Other,Single,2,Salaried,7,20300.0,243600.0,540,750000,Business,48,9.6,2,1
Applicant_2080,22,Male,Single,3,Salaried,4,44400.0,532800.0,660,50000,Personal,120,9.76,1,0
Applicant_2081,33,Female,Married,1,Unemployed,0,22900.0,274800.0,399,150000,Personal,24,17.65,5,1
Applicant_2082,24,Male,Single,2,Freelancer,0,23700.0,284400.0,622,300000,Personal,12,6.94,0,0
Applicant_2083,46,Female,Divorced,2,Self-Employed,27,111900.0,1342800.0,757,50000,Business,12,12.21,1,0
Applicant_2084,45,Male,Single,1,Self-Employed,23,87800.0,1053600.0,577,300000,Business,60,13.74,2,0
Applicant_2085,50,Male,Divorced,0,Self-Employed,27,61400.0,736800.0,667,100000,Home,180,14.1,1,0
Applicant_2086,31,Male,Married,2,Salaried,13,67600.0,811200.0,597,1000000,Education,12,15.18,0,1
Applicant_2087,27,Male,Married,0,Salaried,4,52500.0,630000.0,564,250000,Education,60,15.25,1,0
Applicant_2088,51,Male,Single,2,Salaried,28,112200.0,1346400.0,747,1000000,Personal,24,17.49,4,0
Applicant_2089,64,Female,Married,3,Unemployed,0,32300.0,387600.0,545,100000,Home,36,15.19,1,1
Applicant_2090,30,Female,Single,1,Salaried,1,55600.0,667200.0,679,50000,Business,240,15.97,1,0
Applicant_2091,59,Male,Married,0,Self-Employed,21,83600.0,1003200.0,680,200000,Home,120,12.62,2,0
Applicant_2092,33,Male,Married,0,Salaried,8,66100.0,793200.0,564,100000,Education,120,14.06,2,0
Applicant_2093,51,Male,Single,2,Salaried,13,63500.0,762000.0,665,750000,Business,180,12.0,2,1
Applicant_2094,27,Female,Married,4,Self-Employed,9,31100.0,373200.0,556,150000,Home,36,9.68,1,0
Applicant_2095,62,Female,Married,1,Salaried,9,58600.0,703200.0,702,750000,Personal,120,10.1,0,0
Applicant_2096,62,Other,Single,0,Unemployed,0,10500.0,126000.0,518,200000,Vehicle,24,10.65,2,1
Applicant_2097,56,Female,Married,2,Salaried,7,35900.0,430800.0,616,1000000,Personal,120,10.42,1,1
Applicant_2098,40,Male,Single,2,Salaried,13,85900.0,1030800.0,624,400000,Business,180,12.63,1,0
Applicant_2099,24,Male,Married,1,Self-Employed,4,58100.0,697200.0,761,400000,Business,120,9.35,0,0
Applicant_2100,27,Female,Married,2,Freelancer,5,14400.0,172800.0,664,300000,Home,24,12.44,0,1
Applicant_2101,21,Female,Married,1,Salaried,3,66500.0,798000.0,745,500000,Personal,48,17.04,3,0
Applicant_2102,64,Male,Single,2,Self-Employed,31,92400.0,1108800.0,705,300000,Education,12,11.17,1,0
Applicant_2103,62,Male,Married,1,Freelancer,2,17300.0,207600.0,704,750000,Home,12,9.06,0,1
Applicant_2104,33,Female,Married,0,Salaried,11,78200.0,938400.0,616,250000,Home,12,10.49,0,0
Applicant_2105,42,Male,Married,3,Unemployed,0,5000.0,60000.0,752,150000,Personal,60,16.58,0,1
Applicant_2106,41,Male,Married,1,Salaried,19,106500.0,1278000.0,614,250000,Business,12,17.33,1,0
Applicant_2107,42,Female,Married,0,Salaried,12,51200.0,614400.0,477,200000,Vehicle,120,16.7,2,0
Applicant_2108,48,Male,Married,4,Self-Employed,22,53000.0,636000.0,628,150000,Personal,120,9.8,0,0
Applicant_2109,29,Male,Married,2,Salaried,6,47800.0,573600.0,695,50000,Education,48,10.96,1,0
Applicant_2110,46,Female,Single,0,Self-Employed,18,82800.0,993600.0,489,500000,Personal,36,17.71,0,0
Applicant_2111,29,Female,Married,2,Self-Employed,3,27100.0,325200.0,561,200000,Business,240,10.22,0,0
Applicant_2112,35,Other,Single,3,Salaried,2,24000.0,288000.0,526,150000,Education,180,8.09,3,1
Applicant_2113,30,Male,Single,2,Unemployed,0,8400.0,100800.0,728,200000,Education,36,9.74,2,1
Applicant_2114,44,Male,Married,0,Self-Employed,14,41000.0,492000.0,817,50000,Personal,240,17.59,3,0
Applicant_2115,62,Female,Married,2,Self-Employed,6,51600.0,619200.0,629,300000,Personal,120,11.28,0,0
Applicant_2116,28,Male,Married,2,Salaried,3,40900.0,490800.0,703,150000,Business,240,17.24,1,0
Applicant_2117,44,Male,Married,3,Salaried,4,55400.0,664800.0,700,500000,Personal,60,7.7,1,0
Applicant_2118,36,Female,Divorced,0,Self-Employed,7,28200.0,338400.0,805,1000000,Home,48,15.31,2,1
Applicant_2119,46,Male,Married,2,Freelancer,24,92500.0,1110000.0,584,250000,Home,24,7.57,1,0
Applicant_2120,47,Male,Married,0,Salaried,22,81300.0,975600.0,628,750000,Vehicle,120,8.77,2,0
Applicant_2121,57,Male,Single,2,Self-Employed,9,64500.0,774000.0,615,750000,Home,36,13.59,0,1
Applicant_2122,24,Male,Single,4,Self-Employed,5,59400.0,712800.0,657,100000,Home,180,11.5,1,0
Applicant_2123,44,Male,Single,0,Salaried,0,22600.0,271200.0,900,250000,Business,48,14.17,3,1
Applicant_2124,39,Male,Married,1,Freelancer,10,58200.0,698400.0,653,400000,Personal,180,17.69,1,0
Applicant_2125,56,Female,Married,2,Salaried,34,86600.0,1039200.0,564,400000,Personal,240,7.11,0,0
Applicant_2126,59,Female,Single,2,Salaried,26,71400.0,856800.0,534,1000000,Personal,180,8.7,1,0
Applicant_2127,30,Male,Married,1,Salaried,4,77500.0,930000.0,775,150000,Vehicle,24,13.86,3,0
Applicant_2128,45,Male,Single,2,Salaried,2,60700.0,728400.0,564,400000,Home,180,16.81,0,0
Applicant_2129,38,Male,Single,3,Salaried,14,99100.0,1189200.0,716,400000,Personal,60,15.67,2,0
Applicant_2130,39,Male,Divorced,2,Freelancer,16,51400.0,616800.0,582,200000,Personal,120,11.85,5,0
Applicant_2131,56,Female,Married,2,Self-Employed,7,50500.0,606000.0,523,400000,Home,12,15.07,1,0
Applicant_2132,30,Female,Single,1,Salaried,6,59900.0,718800.0,710,500000,Personal,120,8.89,0,0
Applicant_2133,53,Female,Married,3,Self-Employed,12,58800.0,705600.0,586,150000,Business,48,6.66,2,0
Applicant_2134,25,Male,Married,0,Self-Employed,1,25800.0,309600.0,692,100000,Personal,120,13.06,0,0
Applicant_2135,55,Male,Married,0,Salaried,2,30600.0,367200.0,699,750000,Vehicle,36,15.85,0,1
Applicant_2136,64,Male,Single,1,Salaried,19,81200.0,974400.0,704,400000,Personal,60,11.48,0,0
Applicant_2137,54,Male,Married,2,Salaried,34,92000.0,1104000.0,623,50000,Business,120,13.05,0,0
Applicant_2138,53,Female,Single,3,Salaried,12,47600.0,571200.0,718,1000000,Business,48,11.36,3,1
Applicant_2139,41,Other,Married,0,Freelancer,19,68900.0,826800.0,557,1000000,Personal,60,12.41,2,1
Applicant_2140,37,Male,Married,3,Self-Employed,8,49600.0,595200.0,404,750000,Business,24,16.67,1,1
Applicant_2141,42,Female,Married,3,Unemployed,0,19100.0,229200.0,720,250000,Personal,48,12.0,4,1
Applicant_2142,57,Male,Single,2,Freelancer,29,76600.0,919200.0,666,100000,Personal,120,6.59,2,0
Applicant_2143,35,Male,Single,2,Salaried,15,61300.0,735600.0,588,400000,Personal,120,15.7,1,0
Applicant_2144,55,Female,Single,0,Freelancer,7,45400.0,544800.0,502,750000,Home,12,13.6,0,1
Applicant_2145,48,Male,Divorced,0,Salaried,11,49800.0,597600.0,446,150000,Business,24,14.9,2,0
Applicant_2146,27,Male,Single,3,Salaried,9,48100.0,577200.0,655,200000,Education,12,16.86,1,0
Applicant_2147,52,Female,Single,1,Self-Employed,27,79700.0,956400.0,814,750000,Personal,60,9.79,1,0
Applicant_2148,31,Female,Divorced,0,Salaried,11,58900.0,706800.0,636,100000,Home,180,12.29,0,0
Applicant_2149,30,Male,Married,2,Salaried,2,70600.0,847200.0,613,200000,Personal,12,13.43,0,0
Applicant_2150,29,Male,Married,3,Self-Employed,7,28300.0,339600.0,647,250000,Vehicle,24,10.47,2,0
Applicant_2151,34,Female,Single,2,Freelancer,16,76400.0,916800.0,867,200000,Business,24,16.23,0,0
Applicant_2152,33,Female,Married,1,Salaried,12,75100.0,901200.0,725,400000,Personal,24,14.52,1,0
Applicant_2153,45,Female,Married,1,Salaried,14,91500.0,1098000.0,556,300000,Personal,120,14.93,0,0
Applicant_2154,22,Male,Married,2,Self-Employed,1,84100.0,1009200.0,652,750000,Personal,60,15.79,2,1
Applicant_2155,55,Female,Single,0,Self-Employed,6,68500.0,822000.0,683,200000,Home,36,9.47,1,0
Applicant_2156,27,Male,Married,0,Salaried,2,57900.0,694800.0,544,750000,Education,60,15.07,2,1
Applicant_2157,41,Female,Married,1,Unemployed,0,5000.0,60000.0,725,50000,Personal,24,15.4,0,1
Applicant_2158,38,Male,Married,2,Self-Employed,15,47200.0,566400.0,568,300000,Vehicle,60,16.19,0,0
Applicant_2159,23,Female,Married,1,Self-Employed,2,44400.0,532800.0,498,400000,Personal,180,12.12,0,1
Applicant_2160,62,Male,Single,0,Unemployed,0,5000.0,60000.0,657,750000,Personal,48,12.3,2,1
Applicant_2161,59,Male,Single,0,Unemployed,0,14200.0,170400.0,641,50000,Vehicle,180,7.63,0,1
Applicant_2162,61,Male,Married,0,Salaried,4,16000.0,192000.0,649,50000,Personal,180,16.3,2,0
Applicant_2163,31,Male,Married,0,Salaried,9,75300.0,903600.0,573,100000,Education,48,12.64,0,0
Applicant_2164,59,Female,Divorced,1,Freelancer,1,22200.0,266400.0,587,300000,Education,36,13.34,4,1
Applicant_2165,44,Female,Married,2,Unemployed,0,6900.0,82800.0,762,150000,Education,180,7.9,1,1
Applicant_2166,39,Other,Married,1,Self-Employed,0,23800.0,285600.0,694,300000,Business,60,13.42,0,1
Applicant_2167,24,Male,Married,1,Salaried,4,19500.0,234000.0,554,100000,Education,180,6.98,0,0
Applicant_2168,46,Female,Single,0,Self-Employed,24,101500.0,1218000.0,454,1000000,Business,180,17.12,1,0
Applicant_2169,58,Female,Married,1,Salaried,24,108000.0,1296000.0,558,300000,Vehicle,120,16.43,4,0
Applicant_2170,62,Male,Single,0,Unemployed,0,5000.0,60000.0,665,400000,Education,180,8.73,0,1
Applicant_2171,52,Male,Single,0,Salaried,29,107900.0,1294800.0,586,300000,Home,60,13.33,3,0
Applicant_2172,59,Female,Married,0,Unemployed,0,5000.0,60000.0,579,100000,Personal,48,13.43,1,1
Applicant_2173,56,Female,Married,4,Salaried,3,50300.0,603600.0,591,250000,Education,24,15.74,3,0
Applicant_2174,60,Female,Married,1,Unemployed,0,16400.0,196800.0,642,1000000,Personal,12,15.2,4,1
Applicant_2175,57,Male,Married,4,Salaried,18,84300.0,1011600.0,728,300000,Personal,24,17.92,5,0
Applicant_2176,53,Male,Married,1,Freelancer,26,97100.0,1165200.0,649,500000,Personal,36,10.53,0,0
Applicant_2177,56,Male,Single,1,Unemployed,0,12800.0,153600.0,656,750000,Vehicle,12,7.93,3,1
Applicant_2178,23,Female,Married,2,Self-Employed,3,41400.0,496800.0,627,250000,Education,24,13.09,0,0
Applicant_2179,29,Female,Married,0,Self-Employed,6,35600.0,427200.0,600,400000,Education,60,15.29,1,0
Applicant_2180,28,Male,Married,0,Salaried,7,46800.0,561600.0,739,200000,Vehicle,120,9.79,2,0
Applicant_2181,53,Female,Single,4,Self-Employed,24,95200.0,1142400.0,724,1000000,Home,180,9.22,1,0
Applicant_2182,26,Male,Single,1,Freelancer,2,6500.0,78000.0,854,250000,Home,240,15.73,2,1
Applicant_2183,61,Other,Married,0,Salaried,27,110600.0,1327200.0,711,50000,Vehicle,240,15.17,5,0
Applicant_2184,59,Male,Married,0,Freelancer,37,94800.0,1137600.0,600,150000,Home,60,8.84,3,0
Applicant_2185,24,Male,Married,3,Self-Employed,6,34700.0,416400.0,559,100000,Home,48,16.5,1,0
Applicant_2186,33,Male,Married,3,Salaried,9,41500.0,498000.0,745,300000,Personal,60,8.05,2,0
Applicant_2187,22,Male,Divorced,1,Salaried,3,56100.0,673200.0,568,750000,Home,60,7.76,0,1
Applicant_2188,25,Male,Divorced,0,Salaried,4,47800.0,573600.0,730,1000000,Personal,36,10.54,1,1
Applicant_2189,64,Female,Married,3,Salaried,3,69800.0,837600.0,574,150000,Personal,180,16.7,2,0
Applicant_2190,47,Female,Married,1,Unemployed,0,5000.0,60000.0,684,100000,Personal,120,14.5,2,1
Applicant_2191,52,Female,Single,1,Self-Employed,27,80300.0,963600.0,544,100000,Education,12,11.04,4,0
Applicant_2192,41,Male,Married,2,Salaried,19,76600.0,919200.0,727,300000,Vehicle,24,8.31,0,0
Applicant_2193,28,Male,Married,1,Salaried,6,40700.0,488400.0,526,1000000,Education,24,14.7,4,1
Applicant_2194,58,Male,Divorced,2,Self-Employed,13,61100.0,733200.0,677,300000,Personal,36,13.39,2,1
Applicant_2195,28,Female,Single,3,Salaried,0,44800.0,537600.0,630,250000,Vehicle,12,17.86,0,0
Applicant_2196,23,Male,Married,2,Salaried,2,51300.0,615600.0,660,750000,Personal,180,15.3,1,1
Applicant_2197,64,Female,Married,1,Salaried,31,124600.0,1495200.0,610,400000,Home,60,7.67,1,0
Applicant_2198,23,Female,Married,0,Freelancer,5,15400.0,184800.0,608,400000,Home,240,14.87,1,1
Applicant_2199,42,Male,Single,0,Salaried,8,61100.0,733200.0,665,50000,Vehicle,240,9.46,0,0
Applicant_2200,26,Male,Married,1,Salaried,1,32300.0,387600.0,549,1000000,Business,120,17.56,2,1
Applicant_2201,22,Male,Married,1,Unemployed,0,11500.0,138000.0,549,1000000,Vehicle,180,6.72,0,1
Applicant_2202,43,Male,Married,1,Salaried,4,54500.0,654000.0,614,100000,Personal,36,9.24,4,1
Applicant_2203,64,Female,Single,0,Freelancer,14,38200.0,458400.0,610,150000,Education,60,12.24,3,0
Applicant_2204,22,Female,Married,0,Salaried,2,30500.0,366000.0,549,250000,Home,24,7.41,1,1
Applicant_2205,58,Male,Single,1,Salaried,15,77700.0,932400.0,742,200000,Vehicle,36,10.46,0,0
Applicant_2206,37,Female,Single,2,Salaried,3,46400.0,556800.0,616,500000,Personal,120,12.22,2,1
Applicant_2207,55,Female,Married,2,Salaried,35,106700.0,1280400.0,627,200000,Education,36,11.64,2,0
Applicant_2208,54,Female,Married,1,Salaried,29,107900.0,1294800.0,517,300000,Personal,240,11.8,4,0
Applicant_2209,43,Male,Married,2,Salaried,5,61000.0,732000.0,857,750000,Home,36,16.61,0,0
Applicant_2210,50,Male,Married,2,Salaried,22,76100.0,913200.0,892,100000,Education,180,12.31,2,0
Applicant_2211,28,Male,Single,1,Salaried,10,47200.0,566400.0,571,500000,Personal,240,17.32,2,1
Applicant_2212,42,Female,Married,0,Self-Employed,24,64100.0,769200.0,772,250000,Home,24,8.2,0,0
Applicant_2213,64,Male,Single,1,Freelancer,1,27500.0,330000.0,640,1000000,Home,120,9.72,0,1
Applicant_2214,56,Male,Divorced,1,Freelancer,34,71700.0,860400.0,810,300000,Personal,24,14.05,2,0
Applicant_2215,25,Female,Married,0,Self-Employed,6,48500.0,582000.0,683,150000,Personal,48,9.76,1,0
Applicant_2216,33,Female,Married,4,Unemployed,0,23300.0,279600.0,659,500000,Home,240,10.49,5,1
Applicant_2217,49,Female,Married,1,Salaried,23,80700.0,968400.0,400,100000,Home,240,16.86,4,0
Applicant_2218,51,Male,Married,2,Salaried,12,56000.0,672000.0,562,50000,Vehicle,120,12.69,2,0
Applicant_2219,36,Male,Married,1,Salaried,9,88000.0,1056000.0,652,50000,Home,24,10.35,2,0
Applicant_2220,62,Female,Single,0,Freelancer,36,119600.0,1435200.0,669,500000,Home,120,15.43,0,0
Applicant_2221,50,Male,Single,0,Freelancer,29,71500.0,858000.0,528,100000,Education,24,7.31,4,0
Applicant_2222,36,Male,Married,2,Self-Employed,10,57100.0,685200.0,577,250000,Home,60,12.98,1,0
Applicant_2223,32,Male,Divorced,0,Salaried,6,56900.0,682800.0,705,100000,Personal,240,7.65,1,0
Applicant_2224,37,Male,Single,0,Self-Employed,13,64100.0,769200.0,511,200000,Vehicle,240,8.53,4,0
Applicant_2225,36,Male,Single,4,Salaried,14,95200.0,1142400.0,663,750000,Personal,240,7.22,0,0
Applicant_2226,32,Female,Married,1,Self-Employed,12,60300.0,723600.0,773,100000,Business,24,16.87,1,0
Applicant_2227,28,Female,Married,0,Self-Employed,9,56600.0,679200.0,688,200000,Vehicle,120,7.05,2,0
Applicant_2228,40,Female,Single,1,Salaried,2,54300.0,651600.0,683,1000000,Home,12,12.44,0,1
Applicant_2229,23,Male,Single,2,Salaried,0,57800.0,693600.0,447,250000,Personal,60,9.09,0,1
Applicant_2230,36,Male,Married,1,Freelancer,7,53100.0,637200.0,567,1000000,Personal,120,10.91,1,1
Applicant_2231,50,Male,Married,0,Self-Employed,32,107100.0,1285200.0,855,1000000,Education,120,12.18,1,0
Applicant_2232,43,Female,Single,1,Salaried,1,18600.0,223200.0,590,250000,Business,120,11.68,1,1
Applicant_2233,48,Male,Single,0,Salaried,8,48700.0,584400.0,776,250000,Business,48,15.1,4,0
Applicant_2234,60,Female,Married,2,Unemployed,0,17300.0,207600.0,588,1000000,Personal,12,16.99,1,1
Applicant_2235,25,Female,Married,2,Salaried,4,51800.0,621600.0,622,1000000,Home,48,9.95,1,1
Applicant_2236,40,Male,Divorced,0,Salaried,16,84400.0,1012800.0,701,100000,Home,36,6.78,0,0
Applicant_2237,60,Male,Married,0,Self-Employed,40,143300.0,1719600.0,660,500000,Education,180,16.78,0,0
Applicant_2238,64,Other,Single,1,Self-Employed,0,17300.0,207600.0,688,250000,Home,36,17.76,1,1
Applicant_2239,21,Other,Married,2,Salaried,3,63100.0,757200.0,568,300000,Business,36,11.48,1,0
Applicant_2240,50,Male,Married,0,Salaried,4,43000.0,516000.0,536,500000,Education,240,11.74,3,1
Applicant_2241,41,Male,Single,0,Salaried,10,74000.0,888000.0,561,500000,Personal,180,8.16,1,1
Applicant_2242,40,Other,Divorced,4,Self-Employed,5,44400.0,532800.0,596,1000000,Education,24,11.97,0,1
Applicant_2243,26,Male,Married,0,Salaried,0,71900.0,862800.0,627,400000,Business,180,9.99,2,1
Applicant_2244,42,Male,Single,4,Self-Employed,17,71000.0,852000.0,753,500000,Vehicle,24,17.94,1,0
Applicant_2245,38,Male,Single,0,Unemployed,0,5000.0,60000.0,658,1000000,Business,240,8.63,0,1
Applicant_2246,28,Male,Single,0,Unemployed,0,11300.0,135600.0,698,400000,Personal,60,10.85,4,1
Applicant_2247,59,Male,Single,1,Self-Employed,22,83900.0,1006800.0,664,1000000,Home,12,13.59,1,0
Applicant_2248,52,Male,Married,0,Self-Employed,17,86100.0,1033200.0,538,300000,Education,180,10.47,0,0
Applicant_2249,53,Male,Married,0,Freelancer,26,83700.0,1004400.0,651,250000,Personal,12,11.96,2,0
Applicant_2250,36,Male,Divorced,0,Freelancer,4,70100.0,841200.0,663,250000,Vehicle,120,17.7,3,0
Applicant_2251,32,Other,Single,4,Freelancer,11,45300.0,543600.0,725,500000,Personal,36,12.34,3,0
Applicant_2252,58,Female,Married,1,Salaried,18,74500.0,894000.0,543,50000,Personal,36,16.97,2,0
Applicant_2253,54,Female,Married,2,Salaried,26,82900.0,994800.0,445,100000,Business,120,7.0,1,0
Applicant_2254,34,Female,Married,2,Unemployed,0,6300.0,75600.0,667,50000,Personal,24,7.88,3,1
Applicant_2255,56,Male,Single,2,Unemployed,0,8500.0,102000.0,685,1000000,Personal,48,17.36,2,1
Applicant_2256,53,Male,Single,2,Self-Employed,12,63200.0,758400.0,632,400000,Home,120,7.98,2,0
Applicant_2257,43,Female,Single,1,Unemployed,0,6000.0,72000.0,652,750000,Home,240,14.97,2,1
Applicant_2258,22,Male,Divorced,0,Freelancer,1,17900.0,214800.0,737,400000,Business,180,11.63,0,1
Applicant_2259,61,Male,Divorced,0,Self-Employed,13,47800.0,573600.0,604,750000,Business,12,11.18,0,0
Applicant_2260,41,Female,Divorced,0,Salaried,7,48400.0,580800.0,622,200000,Personal,12,14.08,4,0
Applicant_2261,22,Male,Married,0,Self-Employed,2,56100.0,673200.0,657,400000,Personal,48,14.87,4,1
Applicant_2262,47,Male,Married,0,Self-Employed,26,107400.0,1288800.0,528,1000000,Education,12,17.22,3,0
Applicant_2263,29,Other,Divorced,4,Unemployed,0,5000.0,60000.0,634,1000000,Personal,12,9.45,1,1
Applicant_2264,21,Female,Divorced,4,Self-Employed,3,26900.0,322800.0,643,400000,Home,180,14.53,0,1
Applicant_2265,31,Male,Married,0,Freelancer,9,41800.0,501600.0,813,1000000,Business,240,10.44,1,1
Applicant_2266,23,Other,Single,0,Freelancer,3,62400.0,748800.0,620,1000000,Personal,24,14.75,2,1
Applicant_2267,43,Female,Married,0,Salaried,17,89000.0,1068000.0,670,100000,Personal,12,8.13,1,0
Applicant_2268,46,Female,Single,0,Salaried,22,92300.0,1107600.0,741,100000,Home,36,11.76,3,0
Applicant_2269,24,Male,Single,0,Self-Employed,3,55400.0,664800.0,566,500000,Personal,36,8.61,2,1
Applicant_2270,38,Male,Divorced,4,Salaried,19,101100.0,1213200.0,787,100000,Home,60,10.37,2,0
Applicant_2271,26,Female,Divorced,0,Self-Employed,3,23700.0,284400.0,826,50000,Education,24,14.73,4,0
Applicant_2272,55,Female,Single,0,Salaried,11,56100.0,673200.0,647,50000,Personal,24,9.18,4,0
Applicant_2273,42,Female,Married,0,Salaried,7,46100.0,553200.0,596,50000,Personal,240,14.38,2,0
Applicant_2274,63,Male,Married,4,Salaried,21,90800.0,1089600.0,812,300000,Home,240,12.2,0,0
Applicant_2275,35,Male,Married,3,Salaried,8,58400.0,700800.0,729,250000,Vehicle,240,7.56,4,0
Applicant_2276,42,Female,Married,2,Salaried,19,89300.0,1071600.0,658,400000,Personal,36,10.95,0,0
Applicant_2277,57,Male,Married,1,Unemployed,0,5000.0,60000.0,792,150000,Personal,24,16.5,1,1
Applicant_2278,62,Male,Married,0,Salaried,40,140600.0,1687200.0,782,250000,Personal,240,17.88,3,0
Applicant_2279,32,Male,Divorced,0,Unemployed,0,5000.0,60000.0,616,100000,Personal,180,10.74,0,1
Applicant_2280,62,Male,Married,1,Unemployed,0,15400.0,184800.0,674,750000,Personal,24,7.13,2,1
Applicant_2281,58,Female,Single,2,Unemployed,0,22900.0,274800.0,707,750000,Business,60,8.0,1,1
Applicant_2282,38,Female,Divorced,0,Self-Employed,16,83700.0,1004400.0,652,200000,Business,240,15.56,2,0
Applicant_2283,55,Male,Single,1,Freelancer,31,92400.0,1108800.0,510,100000,Personal,48,14.04,5,0
Applicant_2284,50,Male,Married,2,Salaried,32,116300.0,1395600.0,556,1000000,Personal,120,9.78,3,0
Applicant_2285,44,Female,Single,0,Salaried,22,110100.0,1321200.0,514,500000,Home,12,11.0,0,0
Applicant_2286,62,Male,Married,2,Freelancer,5,42700.0,512400.0,699,200000,Home,60,15.83,0,0
Applicant_2287,50,Male,Married,1,Salaried,8,45100.0,541200.0,531,250000,Personal,180,11.25,5,1
Applicant_2288,34,Other,Single,0,Unemployed,0,13700.0,164400.0,669,200000,Vehicle,48,15.19,2,1
Applicant_2289,26,Male,Divorced,1,Self-Employed,3,40400.0,484800.0,833,100000,Personal,12,9.89,0,0
Applicant_2290,23,Female,Single,3,Salaried,3,10800.0,129600.0,792,300000,Personal,36,14.84,2,1
Applicant_2291,36,Male,Married,0,Salaried,8,62900.0,754800.0,466,50000,Home,48,11.86,0,0
Applicant_2292,27,Female,Married,1,Self-Employed,2,40700.0,488400.0,522,500000,Personal,240,12.77,0,1
Applicant_2293,34,Male,Single,0,Self-Employed,8,68300.0,819600.0,572,50000,Personal,240,13.39,2,0
Applicant_2294,29,Other,Married,2,Self-Employed,0,23700.0,284400.0,533,250000,Business,240,11.68,1,1
Applicant_2295,35,Male,Single,3,Salaried,13,43400.0,520800.0,484,750000,Home,12,11.86,1,1
Applicant_2296,41,Male,Married,1,Salaried,4,50500.0,606000.0,648,50000,Personal,60,9.56,2,0
Applicant_2297,55,Other,Married,0,Salaried,25,95700.0,1148400.0,720,1000000,Vehicle,12,17.84,3,0
Applicant_2298,22,Male,Single,4,Salaried,4,49400.0,592800.0,745,400000,Vehicle,24,16.92,2,0
Applicant_2299,47,Male,Married,2,Salaried,0,40300.0,483600.0,602,400000,Vehicle,120,12.56,1,1
Applicant_2300,22,Male,Married,2,Salaried,0,24000.0,288000.0,622,250000,Education,240,6.9,2,1
Applicant_2301,55,Female,Divorced,1,Salaried,34,105900.0,1270800.0,685,200000,Vehicle,12,8.44,2,0
Applicant_2302,38,Male,Single,0,Self-Employed,8,45800.0,549600.0,639,750000,Business,36,16.32,3,1
Applicant_2303,34,Male,Married,2,Self-Employed,5,61100.0,733200.0,731,250000,Vehicle,60,17.2,1,0
Applicant_2304,40,Female,Single,1,Salaried,8,61700.0,740400.0,693,50000,Vehicle,180,8.35,0,0
Applicant_2305,38,Male,Married,1,Self-Employed,3,36800.0,441600.0,612,750000,Vehicle,48,14.95,2,1
Applicant_2306,30,Other,Single,0,Self-Employed,3,66900.0,802800.0,464,250000,Home,240,13.66,0,0
Applicant_2307,45,Female,Married,1,Self-Employed,18,67000.0,804000.0,799,750000,Home,240,9.99,1,0
Applicant_2308,22,Female,Single,3,Self-Employed,4,51400.0,616800.0,581,500000,Personal,12,11.52,0,0
